Mahesh Kaushik Stock Market Data Bank  Updated Till Sept 2024,,,,,,,,,,,,,,,,,,,,,,
BSE Code,Company Name          ,Sector,Face Value,Total Equity Capital,Total Share Cr.,Book Value,Sales in Cr.,Net Sale Par Share,Net Profit Cr.,EPS,Dividend Rupees,D/E ratio,RONW %,Promoters %,Pledged %,Institutional %,Market Cap,Price ,52 Week High,52 Week Low,52 Week High/ Low Ratio,Entprise Value
522017,Fluidomat Ltd.,Engineering - Industrial Equipments,10,4.93,0.49,132.24,46.16,93.63,9.61,26.49,5.5,0,21.25,53.46,0.35,0.58,339.74,663,756,305.1,2.48,338.47
507552,Foods & Inns Ltd.,Consumer Food,1,5.68,5.68,76.51,1020.13,179.60,36.85,6.47,0.3,1.36,21.21,16.01,1.63,1.66,992.58,133.5,222.35,127,1.75,1417.65
502865,Forbes & Company Ltd.,Engineering - Industrial Equipments,10,12.9,1.29,98.67,125.9,97.60,-2.34,15.77,0,0,12.37,73.85,72.56,12.47,929.99,697.9,1399,383.3,3.65,899.7
544186,Forbes Precision Tools And Machine Parts Ltd.,Engineering - Industrial Equipments,10,51.59,5.16,27.64,228.5,44.29,29.71,5.76,0,0.04,43.12,73.85,72.56,11.89,1630.64,307,416.75,241.9,1.72,1620.11
500033,Force Motors Ltd.,Automobiles-Trucks/Lcv,10,13.18,1.32,1856.15,6992.13,5305.11,402.04,304.76,20,0.23,18.86,61.63,0,8.81,9146.43,6760.15,10272.7,3181.4,3.23,9228.57
532843,Fortis Healthcare Ltd.,Hospital & Healthcare Services,10,754.96,75.50,120.72,6892.92,91.30,635.71,2.64,1,0.03,2.21,31.17,0,55.62,44769.02,590.8,610.3,314,1.94,44964.68
523696,Fortis Malar Hospitals Ltd.,Hospital & Healthcare Services,10,18.76,1.88,58.23,59.01,31.46,45.33,25.2,0,0,55.25,62.71,0,0.07,112.09,59.84,107.94,44,2.45,5.99
530213,Fortune International Ltd.,Trading,10,7.04,0.70,5.81,0,0.00,-0.35,0.78,0,0.12,13.62,58.99,0,0,50.41,67.61,78.8,28.79,2.74,50
500150,Foseco India Ltd.,Chemicals,10,6.39,0.64,476.28,477.41,747.12,72.98,114.29,25,0,27.9,74.98,0,0.33,2877.1,4465,5425,2852.4,1.90,2639.32
513579,Foundry Fuel Products Ltd.,Industrial  Gases & Fuels,10,8.02,0.80,-1.29,0,0.00,-0.25,-0.31,0,-0.91,0,70.2,0,0,7.94,9.99,14.58,3.44,4.24,8.78
532403,Fourth Generation Information Systems Ltd.,IT - Software,10,3.55,0.36,-1.72,0.06,0.17,-0.14,-0.39,0,-0.95,0,35.87,25.35,0,2.01,5.67,6,3.59,1.67,2.25
540190,Franklin Industries Ltd.,Trading,1,3.61,3.61,2.54,50.58,14.01,10.46,2.89,0,0.02,112.38,0,0,0,55.53,1.94,50.09,1.92,26.09,55.76
539032,Fraser and Co Ltd.,Trading,10,8.12,0.81,8.74,0.03,0.04,-1.05,-1.3,0,0.06,4.38,3.12,0,0.01,4.18,5.42,6.95,4.25,1.64,4.43
541741,Fratelli Vineyards Ltd.,Trading,10,8.57,0.86,62.43,244.91,285.78,-1.41,0.13,0,0.95,-9.35,58.16,0,0.17,1844.29,410,494.8,23.85,20.75,1867.54
539730,Fredun Pharmaceuticals Ltd.,Pharmaceuticals & Drugs,10,4.7,0.47,270.24,349.07,742.70,15.62,33.25,0.7,0.98,13.86,49.17,0,1.6,366.76,775.1,1054,650,1.62,470.92
530077,Freshtrop Fruits Ltd.,Consumer Food,10,9.89,0.99,137.22,106.53,107.71,59.95,-4.41,0,0.26,10.2,59.23,0,0,116.52,147.95,284.75,121,2.35,113.26
508980,Frontier Capital Ltd.,Finance - NBFC,10,16.76,1.68,1.48,2.89,1.72,0.14,0.07,0,0.03,12.9,74.53,0,0,33.04,19.32,40.58,3.53,11.50,33.06
522195,Frontier Springs Ltd.,Steel & Iron Products,10,3.96,0.40,244.42,135.42,341.97,12.99,32.77,0,0.06,10.19,51.76,0,0,807.75,2085,2411.6,601,4.01,809.19
532042,Frontline Corporation Ltd.,Logistics,10,4.98,0.50,25.81,87.85,176.41,1.22,2.44,0,4.34,27.2,48.63,0,0,26.28,52.56,81.19,28.06,2.89,82.32
538568,Fruition Venture Ltd.,Finance - Stock Broking,10,4,0.40,15.25,4.35,10.88,0.08,0.21,0,0,1.32,50.85,0,0,20.13,50.33,70.09,39.76,1.76,17.53
543384,FSN E-Commerce Ventures Ltd.,e-Commerce,1,285.6,285.60,5.74,6385.63,22.36,43.72,0.41,0,0.05,7.71,52.2,0,28.77,57015.86,201.05,229.9,136.5,1.68,57052.09
530197,Fundviser Capital (India) Ltd.,Dyes & Pigments,10,4.46,0.45,25.88,0.97,2.17,0.44,0.99,0,0,-0.16,56.41,0,0.55,68.02,146.05,174.55,29.33,5.95,60.08
543652,Fusion Micro Finance Ltd.,Finance - NBFC,10,100.62,10.06,276.61,2316.73,230.25,505.29,50.22,0,3.04,19.65,57.71,1.6,26.75,3124.67,312,674,282,2.39,10187.38
533400,Future Consumer Ltd.,Trading,6,1196.29,199.38,-1.67,369.81,1.85,-132.12,-0.96,0,-3.09,-398.97,3.49,0.32,8.11,129.81,0.65,1.26,0.65,1.94,532.81
533296,Future Market Networks Ltd.,Business Support,10,57.54,5.75,20.37,93.03,16.17,-9.48,-1.01,0,2.49,-15.19,65.31,63.86,0,67.67,11.53,14.2,5.31,2.67,146.27
523113,Futuristic Securities Ltd.,Finance - Investment,10,1.95,0.20,7.08,0.06,0.31,-0.07,-0.35,0,0,-1.2,62.77,0,0.01,5.91,28.9,33.49,16.54,2.02,5.9
534063,Futuristic Solutions Ltd.,Finance - NBFC,10,10.47,1.05,14.57,3.04,2.90,1.41,1.35,1,0,9.33,68.49,0,0.03,91.07,83.55,132,50.23,2.63,84.4
505250,G.G. Dandekar Properties Ltd.,Engineering - Industrial Equipments,1,0.48,0.48,97.78,2.96,6.17,-4.69,-8.88,0,0.09,-8.6,60.2,0,2.36,65.47,134.95,162.8,64.01,2.54,63.68
505714,Gabriel India Ltd.,Auto Ancillary,1,14.36,14.36,73.78,3402.63,236.95,178.75,12.89,4,0,19.71,55,0,17.04,7386.89,520.45,559.4,272,2.06,7313.7
531723,GACM Technologies Ltd.,Finance - Stock Broking,1,39.94,39.94,0.5,7.47,0.19,1.13,0.03,0,-2.57,0,8.27,0,0.32,90.52,1.27,2.92,0.98,2.98,97.34
524624,Gagan Gases Ltd.,Industrial  Gases & Fuels,10,4.52,0.45,6.71,2.13,4.71,0.06,0.13,0,0,90.95,37.78,0,0.01,10.39,23,32,15.66,2.04,10.44
532155,GAIL (India) Ltd.,Industrial  Gases & Fuels,10,6575.1,657.51,101.75,133499.54,203.04,8220.73,13.44,0,0.26,14.75,51.92,0,40.96,143172.79,211.05,246.35,116.2,2.12,158882.63
538609,Gajanan Securities Services Ltd.,Finance - Stock Broking,10,3.1,0.31,8.7,0.36,1.16,0.15,0.23,0,0,-4.61,62.61,0,0,45.15,148.8,167,30.37,5.50,43.74
539228,Gala Global Products Ltd.,Printing & Stationery,5,27.29,5.46,7.71,75.3,13.80,0.21,0.04,0,0.57,0.07,0.68,0.53,0.35,17.69,3.24,6.29,2.8,2.25,43.39
542802,Galactico Corporate Services Ltd.,Finance - Investment,1,14.9,14.90,1.27,22.63,1.52,2.06,0.07,0,0.56,5.87,34.75,0,0,56.92,3.76,6.29,3.16,1.99,66.68
538881,Galada Finance Ltd.,Finance - NBFC,10,3,0.30,18.55,1.34,4.47,0.34,1.13,0,0.32,0.47,63.93,0,0,5,16.05,19.75,10.22,1.93,8.29
531911,Galaxy Agrico Exports Ltd.,Bearings,10,2.73,0.27,10.96,5.85,21.43,0.2,-2.04,0,0.23,-11.43,65.22,0,0,16.12,58.5,60.75,22.5,2.70,17.51
526073,Galaxy Bearings Ltd.,Bearings,10,3.18,0.32,303.62,127.12,399.75,18.84,59.26,0,0.05,23.97,54.97,0,0.48,437.74,1382,1800,1290.5,1.39,452.99
506186,Galaxy Cloud Kitchens Ltd.,"Film Production, Distribution & Entertainment",10,44.94,4.49,-4.43,44.66,9.94,0.14,-1.19,0,-1.01,0,39.45,0,0,186.04,42.22,51.3,12.1,4.24,203.13
540935,Galaxy Surfactants Ltd.,Household & Personal Products,10,35.45,3.55,406.45,3794.38,1070.35,301.47,56.51,22,0.09,15.24,70.91,0.01,16.58,11524.92,3147.4,3366.3,2241.1,1.50,11605.15
532726,Gallantt Ispat Ltd.,Steel & Iron Products,10,241.28,24.13,106.62,4227.12,175.20,225.34,9.34,1,0.19,9.64,68.93,0.21,0.16,9329.13,394.85,406,79.55,5.10,9778.73
531902,Gallops Enterprises Ltd.,Finance - NBFC,10,5.01,0.50,2.95,0.08,0.16,0.01,0.01,0,0,0.4,54.01,0,0,10.9,21.5,29.9,17.95,1.67,10.2
544029,Gandhar Oil Refinery (India) Ltd.,Lubricants,2,19.57,9.79,116.6,4113.21,420.36,165.32,12.13,0.5,0.02,13.07,64.63,0,2.82,2036.67,206.9,319.75,182.55,1.75,1829.24
513108,Gandhi Special Tubes Ltd.,Steel & Iron Products,5,6.08,1.22,195.11,170.88,140.53,55.58,45.74,13,0,27.45,73.53,0,1.43,925.07,750.8,935,650.1,1.44,922.12
500153,Ganesh Benzoplast Ltd.,Chemicals,1,7.2,7.20,71.57,477.08,66.26,61.44,8.42,0,0.05,16.61,39.02,0,5.25,1103.6,152.4,217,127.35,1.70,1033.01
504397,Ganesh Holdings Ltd.,Finance - NBFC,10,0.4,0.04,49.9,0.14,3.50,-0.04,-1.01,0,0,1.54,49.46,0,0,6.52,164.1,199.55,47.25,4.22,6.51
526367,Ganesh Housing Corporation Ltd.,Construction - Real Estate,10,83.39,8.34,152.7,892.01,106.97,460.71,32.49,11,0.01,24.88,73.06,0,1.13,6756.02,801.15,1110,362.2,3.06,6663.28
514167,Ganesha Ecosphere Ltd.,Textile - Manmade  Fibres,10,25.35,2.54,423.13,1122.93,442.97,40.57,24.65,3,0,7.33,36.44,0,31.41,4787.41,1863,2049.7,813,2.52,4646.66
531813,Ganga Papers India Ltd.,Paper & Paper Products,10,10.79,1.08,27.27,245.5,227.53,1.48,1.37,0,1.61,12.51,74.98,0,0.25,130.55,127.05,191.26,70.16,2.73,166.09
540647,Ganges Securities Ltd.,Finance - Investment,10,10,1.00,531.33,34.82,34.82,3.48,6.9,0,0,1.43,66.64,0,0.01,172.86,168.1,200.7,108.25,1.85,150.45
521176,Gangotri Textiles Ltd.,Textile - Spinning,5,16.31,3.26,-100.55,0,0.00,-0.07,-0.02,0,0,0,24.53,18.36,6.78,4.24,1.3,1.57,0.81,1.94,250.26
512443,Ganon Products Ltd.,Trading,10,9.33,0.93,11.77,27.9,29.90,0.13,0.14,0,0,0.14,25.25,0,0,8.45,8.81,18,5.17,3.48,8.25
539492,Garbi Finvest Ltd.,Finance - NBFC,10,11.73,1.17,62.5,4.3,3.67,-0.9,-0.77,0,0,-1.24,59.28,0,0,18.96,15.6,36.66,14.48,2.53,18.95
542011,Garden Reach Shipbuilders & Engineers Ltd.,Ship Building,10,114.55,11.46,153.7,3592.64,313.63,357.27,31.19,9.36,0.03,23.14,74.5,0,7.11,19671.44,1696.05,2834.6,648.05,4.37,16006.69
530615,Garg Furnace Ltd.,Steel & Iron Products,10,4.61,0.46,109.09,258.03,559.72,5.56,12.06,0,0.23,33.53,68.89,0,0,169.58,362,441.2,140,3.15,162.46
539216,Garment Mantra Lifestyle Ltd.,Textile,1,10.04,10.04,2.44,164.13,16.35,2.48,0.14,0,0.64,1.24,30.18,0,0,57.82,2.85,9.22,2.81,3.28,78.97
526727,Garnet Construction Ltd.,Construction - Real Estate,10,13.9,1.39,73.92,7.3,5.25,0.8,2.11,0,0.16,0.32,61.29,0,0,67.4,47.1,57.15,14.45,3.96,77.21
512493,Garnet International Ltd.,Finance - Investment,10,19.63,1.96,12.83,20.33,10.36,-6.81,-0.72,0,0.21,7.25,50.58,11.68,0,215.59,111,136.25,39,3.49,220.32
530161,Garodia Chemicals Ltd.,Chemicals,10,7.2,0.72,-6.24,0,0.00,-0.13,-0.18,0,-1,0,51.79,0,10.42,4.41,6.12,9.6,6.12,1.57,8.91
500655,Garware Hi-Tech Films Ltd.,Plastic Products,10,23.23,2.32,896.43,1677.02,721.92,203.29,77.89,10,0.01,9.54,60.72,0,5.28,7487.68,3162.85,3598.5,1220.6,2.95,7487.72
509563,Garware Marine Industries Ltd.,Textile,10,5.77,0.58,19.49,0.66,1.14,-0.07,-0.12,0,0,1.21,37.72,0,2.43,31.58,53.67,57.01,8.05,7.08,31.54
514400,Garware Synthetics Ltd.,Textile - Spinning,10,5.81,0.58,-3.35,10.7,18.42,-0.05,-0.08,0,-5.94,0,45.78,0,0.01,19.27,31.53,37.47,10.91,3.43,24.35
509557,Garware Technical Fibres Ltd.,Textile,10,20.38,2.04,648.46,1325.61,650.45,208.18,96.6,3,0.1,17.44,53,0,19.94,7404.34,3992.15,4287.8,3028.7,1.42,7377.01
543489,Gateway Distriparks Ltd.,Logistics,10,499.64,49.96,38.71,1536.13,30.74,252.66,4.91,0,0.17,13.52,32.32,0,55.42,4856.54,95.45,121.5,83.13,1.46,5162.28
540936,Gautam Gems Ltd.,Diamond  &  Jewellery,10,42.85,4.29,11.75,101.34,23.65,0.38,0.09,0,0.26,1.84,41.02,13.01,0,42.14,10.94,14.35,7,2.05,46.35
524564,Gayatri Bio Organics Ltd.,Consumer Food,10,78.79,7.88,-4.49,0,0.00,-0.68,-0.09,0,-1.03,0,40.62,0,0.66,48.69,6.3,10.96,4.75,2.31,85.02
541546,Gayatri Highways Ltd.,Engineering - Construction,2,47.93,23.97,-8.12,1.72,0.07,-421.45,-0.03,0,-2.11,0,61.15,55.58,4.08,31.63,1.26,1.66,0.78,2.13,434.91
532183,Gayatri Sugars Ltd.,Sugar,10,64.8,6.48,-16.5,377.11,58.20,7.04,1.09,0,-1.22,0,53.82,21.32,0,144.84,21.16,29.41,15.25,1.93,275.27
535431,GCM Securities Ltd.,Finance - Stock Broking,1,19,19.00,0.59,0,0.00,-0.38,-0.02,0,0.3,-2.79,41.59,0,0,17.86,0.93,1.63,0.75,2.17,22.07
532309,GE Power India Ltd.,Engineering - Construction,10,67.23,6.72,6.94,1624.76,241.67,-177.08,-26.34,0,1.78,-124.67,68.58,0,3.77,2714.65,398.2,646.55,157.75,4.10,2665.16
522275,GE T&D India Ltd.,Electric Equipment,2,51.21,25.61,53.8,4036.98,157.66,186.74,7.07,0,0,15.64,75,0,17.01,43205.29,1603.05,1878,346,5.43,43071.62
504028,GEE Ltd.,Electrodes & Welding Equipment,2,5.2,2.60,51.54,369.14,141.98,12.86,4.95,0,0.74,7.51,63.97,0,1.18,478.97,183,202.9,67,3.03,559.85
532764,GeeCee Ventures Ltd.,Construction - Real Estate,10,20.91,2.09,249.17,96.68,46.24,37.22,17.12,2,0,7.32,67.71,0,0.01,815.77,384.1,433,173.5,2.50,739.47
539486,Geetanjali Credit and Capital Ltd.,Finance - NBFC,10,4.42,0.44,7.07,0.01,0.02,0,0,0,0,-0.44,0,0,0,1.98,4.48,5.86,1.83,3.20,2
521133,Gem Spinners India Ltd.,Textile - Spinning,5,30.69,6.14,-0.3,0,0.00,-0.58,-0.1,0,0,0,72.86,0,8.02,25.29,4.12,7.35,3.26,2.25,25.24
531137,Gemstone Investments Ltd.,Finance - NBFC,1,7.47,7.47,3.31,0.29,0.04,0.17,0.05,0,0,0.96,0.01,0,0,24.97,3.5,4.76,0.8,5.95,23.3
540755,General Insurance Corporation of India,Insurance,5,877.2,175.44,226.49,33704.72,192.12,6508.14,37.03,10,0,18.16,85.78,0,11.96,69228.63,385.4,467,212.2,2.20,92583.21
539407,Generic Engineering Construction And Projects Ltd.,Engineering - Construction,5,26.52,5.30,47.6,289.36,54.56,11.14,2.1,0,0.25,6.96,43.3,0,0.33,264.36,44.76,68.7,32.55,2.11,320.96
514336,Genesis IBRC India Ltd.,Plastic Products,10,13,1.30,3.79,4.34,3.34,-0.03,-2.92,0,0,-1.54,11.33,0,0,19.63,15.1,15.1,9.73,1.55,19.62
506109,Genesys International Corporation Ltd.,IT - Software,5,19.77,3.95,142,198.24,50.14,21.61,11.43,0,0.08,12.51,37.86,1.99,8.29,3093.64,760,855.5,299,2.86,3071.62
531739,Gennex Laboratories Ltd.,Pharmaceuticals & Drugs,1,22.74,22.74,7.44,86.71,3.81,13.17,0.52,0,0.03,7.43,18.42,0,0,633.9,26.48,27.98,7.51,3.73,573.78
539206,Genomic Valley Biotech Ltd.,Agriculture,10,3.05,0.31,12.01,0.16,0.52,0.01,0.05,0,0,20.24,64.14,0,0,23.52,78.5,77.5,21,3.69,23.51
531592,Genpharmasec Ltd.,Dyes & Pigments,1,55.37,55.37,1.18,30.41,0.55,-0.17,0,0,0.05,0.12,29.98,0,0,188.26,3.33,8.71,1.92,4.54,172.9
542851,Gensol Engineering Ltd.,Engineering - Construction,10,37.87,3.79,99.44,963.1,254.32,53.46,21.25,0,3.42,29.39,62.77,49.24,1.98,3344.37,877.8,2520,720,3.50,4198.62
538961,Genus Paper & Boards Ltd.,Paper & Paper Products,1,25.71,25.71,17.9,711.84,27.69,3.46,0.22,0,0.66,1.25,50.51,10.31,0.05,743.09,28.71,29.8,16.04,1.86,1029.27
530343,Genus Power Infrastructures Ltd.,Engineering - Industrial Equipments,1,30.38,30.38,52.78,1200.58,39.52,101.04,2.47,0,0.38,5.91,42.66,26.28,22.71,12723.98,409.95,476,204.6,2.33,12640.69
532425,Genus Prime Infrastructures Ltd.,Engineering - Construction,2,2.99,1.50,15.93,0.23,0.15,-2,-0.01,0,0.42,-0.03,74.96,0,0,38.96,26,35.07,13.58,2.58,49.78
532285,Geojit Financial Services Ltd.,Finance - Stock Broking,1,23.91,23.91,30.07,614.13,25.69,143.22,5.6,1.5,0.46,21.29,54.59,0,3.39,3894.47,152.7,177,50.16,3.53,3345.19
500173,GFL Ltd.,Finance - Investment,1,10.99,10.99,240.18,3.2,0.29,2.81,0.14,0,0,0.06,68.72,0,2.28,911.75,81.86,118.09,65.95,1.79,910.56
531399,GG Automotive Gears Ltd.,Engineering - Industrial Equipments,10,8.33,0.83,35.94,95.28,114.38,4.43,5.32,0,1.52,9.08,36.14,0,0,143.69,148.25,179.5,72.97,2.46,168.52
540614,GG Engineering Ltd.,Electric Equipment,1,139.95,139.95,1.38,103.98,0.74,7.42,0.05,0,0.01,5.27,1.71,0,0,304.22,1.89,2.97,1.14,2.61,305.59
500171,GHCL Ltd.,Chemicals,10,95.72,9.57,324.55,3446.54,360.06,793.9,82.9,12,0.07,23.08,19.04,0.21,34.05,6427.54,644.1,726,434.95,1.67,6131.79
543918,GHCL Textiles Ltd.,Textile - Spinning,2,19.12,9.56,146.21,1053.87,110.24,25.05,2.62,0,0.05,3.62,19.16,0.21,22.06,1028.03,103.85,123.05,68,1.81,1087.72
542918,Gian Life Care Ltd.,Hospital & Healthcare Services,10,10.34,1.03,19.07,13.12,12.69,4.15,4.15,0,0.14,36.94,32.82,0,0,23,22.15,29,18.49,1.57,21.19
511676,GIC Housing Finance Ltd.,Finance - Housing,10,53.85,5.39,346.8,1057.16,196.32,151.35,28.07,4.5,4.68,8.57,42.41,0,8.53,1338.2,241.7,292.45,181.6,1.61,9861.65
538788,Gilada Finance & Investments Ltd.,Finance - Stock Broking,5,7.03,1.41,13.31,6.25,4.45,1.7,1.21,0,0.4,9.29,58.77,0,0,18.22,13.14,15.43,8.61,1.79,29.56
532716,Gillanders Arbuthnot & Company Ltd.,Diversified,10,21.34,2.13,114.84,363.28,170.23,-48.62,-7.75,0,0.3,-6.33,69.08,0,0.34,181.2,82.07,158.7,71.3,2.23,254.22
507815,Gillette India Ltd.,Household & Personal Products,10,32.59,3.26,298.07,2633.08,807.94,411.7,126.33,130,0,39.13,75,0,13.92,29353.25,8986.3,9424,5925.05,1.59,28877.62
531744,Gini Silk Mills Ltd.,Textile,10,5.59,0.56,86.11,43.73,78.23,3.04,5.43,0,0.19,3.62,74.98,0,0,71.92,126.05,163.95,42.16,3.89,80.23
590025,Ginni Filaments Ltd.,Textile - Spinning,10,85.65,8.57,22.73,350.87,40.97,-84.5,-3.06,0,0.4,-11.09,69.72,12.15,0.07,265.09,31.51,45.28,23.91,1.89,321.78
539013,Gita Renewable Energy Ltd.,Power Generation/Distribution,10,4.11,0.41,32.71,0.88,2.14,0.36,0.87,0,0,52.92,69.93,0,0,64.58,157,310.3,105.65,2.94,64.55
531758,GK Consultants Ltd.,Finance - NBFC,10,5.31,0.53,13,1.1,2.07,0.14,0.27,0,0.02,-2.31,1.59,0,0,13.02,24.51,25.8,7.05,3.66,12.4
533212,GKB Ophthalmics Ltd.,Medical Equipment/Supplies/Accessories,10,5.04,0.50,44.79,88.25,175.10,-2.92,-6.77,0,0.46,-13.27,50.95,0,1.79,57.54,110.95,136.4,74.1,1.84,67.92
542666,GKP Printing & Packaging Ltd.,Packaging,10,22,2.20,9.88,28.2,12.82,-1.77,-0.81,0,0.13,-7.91,52.96,0,0,19.8,9.08,16.6,7.53,2.20,20.47
531199,Glance Finance Ltd.,Finance - NBFC,10,2.27,0.23,165.21,23.23,102.33,1.94,8.53,0,0.19,6.32,74.34,0,0,25.24,106.95,141.61,57.25,2.47,30.96
543245,Gland Pharma Ltd.,Pharmaceuticals & Drugs,1,16.47,16.47,559.44,5664.72,343.94,772.46,63.34,20,0,12.31,51.83,0,39.71,30353.03,1816.6,2220.95,1477,1.50,28757.75
500660,Glaxosmithkline Pharmaceuticals Ltd.,Pharmaceuticals & Drugs,10,169.41,16.94,116.57,3453.71,203.87,589.96,34.51,32,0,32.96,75,0,11.52,47352.37,2694,3087.95,1387.9,2.22,46291.18
543322,Glenmark Life Sciences Ltd.,Pharmaceuticals & Drugs,2,24.51,12.26,198.55,2283.21,186.31,470.89,38.43,22.5,0,21.15,82.85,7.84,6.39,15601.58,1189.15,1335,608.55,2.19,15299.98
532296,Glenmark Pharmaceuticals Ltd.,Pharmaceuticals & Drugs,1,28.22,28.22,830.01,11813.1,418.61,-1433.52,183.11,2.5,0.03,25.3,46.65,0,34.94,46421.36,1663.05,1773.95,702.05,2.53,46949.45
513528,Glittek Granites Ltd.,Ceramics/Marble/Granite/Sanitaryware,5,13.29,2.66,0.56,6.93,2.61,-6.14,-2.31,0,1.99,-7.02,64.79,0,7.6,10.95,4.14,5.77,2.65,2.18,31.22
530263,Global Capital Markets Ltd.,Finance - NBFC,1,39.83,39.83,1.16,1.2,0.03,0.01,0,0,0,-0.35,5,0,0.06,35.45,0.84,1.23,0.75,1.64,32.31
543654,Global Health Ltd.,Hospital & Healthcare Services,2,53.7,26.85,109.5,3275.11,121.98,478.06,13.44,0,0.02,13.55,33.04,0,23.51,29913.49,1096.65,1513.75,675.9,2.24,29013.47
501848,Global Offshore Services Ltd.,Shipping,10,24.73,2.47,37.82,39.21,15.86,37.67,-48.91,0,0.18,128.75,32.47,0,0.44,225.63,86.19,102.2,33,3.10,241.5
543829,Global Surfaces Ltd.,Ceramics/Marble/Granite/Sanitaryware,10,42.38,4.24,67.94,225.29,53.16,19.78,4.97,0,0.15,7.77,73.36,0,1.89,917.78,219,331.55,167.95,1.97,958.08
532773,Global Vectra Helicorp Ltd.,Airlines,10,14,1.40,11.2,149.37,106.69,12.5,0.86,0,1.55,-48.17,75,0,0,390.53,270,331.65,74,4.48,414.57
540654,Globalspace Technologies Ltd.,IT - Software,10,34.37,3.44,15.65,13.29,3.87,0.69,-1.03,0,0.22,-7.92,55.86,0,0,64.44,18.75,56.43,16.16,3.49,77.02
540266,Globe Commercials Ltd.,Trading,10,6,0.60,22.46,162.36,270.60,3.05,5.09,0,0.16,28.79,8.33,0,0,20.38,35.6,36,19.9,1.81,21.81
526025,Globus Power Generation Ltd.,Power Generation/Distribution,10,98.95,9.90,0.52,4.62,0.47,-10.4,0.68,0,0,322.25,73.68,0,17.8,203.93,21.04,43.01,13.85,3.11,203.89
533104,Globus Spirits Ltd.,Breweries & Distilleries,10,28.82,2.88,340.16,3147.22,1092.03,96.04,33.57,0,0.33,10.44,50.9,0,5.86,3849.93,1310.5,1373.35,656.1,2.09,4090.89
542351,Gloster Ltd.,Textile,10,10.94,1.09,1048.31,646.4,590.86,24.35,40.28,20,0.06,3.95,72.63,0,14.62,844.44,768.95,998.7,705,1.42,908.13
507488,GM Breweries Ltd.,Breweries & Distilleries,10,18.29,1.83,372.84,2415.3,1320.56,151.52,82.86,7,0,20.15,74.43,0,0.63,2139.5,933.15,1048.85,581.05,1.81,2126.3
505255,GMM Pfaudler Ltd.,Engineering - Industrial Equipments,2,8.99,4.50,167.5,3446.48,766.74,174.1,11.36,2,0.36,7.04,25.18,0,36.72,6513.85,1438.05,1896.75,1145,1.66,6752.59
532754,GMR Airports Ltd.,Airport Management Services,1,603.59,603.59,50.52,8754.56,14.50,-1052.66,0.06,0,0.14,-1.25,59.07,34.28,31.72,99254.38,92.67,103.7,52.05,1.99,106901.56
543490,GMR Power and Urban Infra Ltd.,Power Generation/Distribution,5,301.8,60.36,5.18,4488.98,74.37,27.38,10.69,0,7.54,139.86,59.83,44.77,4.23,10022,135.6,153.7,29.71,5.17,13892.93
540124,GNA Axles Ltd.,Auto Ancillary,10,42.93,4.29,193.24,1506.26,350.86,99.96,23.3,2,0.27,13.19,68.16,0,11.51,1844.95,430.35,519,359.15,1.45,2025.83
544179,Go Digit General Insurance Ltd.,Insurance,10,875.16,87.52,56.26,7096.4,81.09,181.68,2.08,0,0.14,7.51,73.58,0,21.32,32910.83,345.75,407.55,277.8,1.47,32904.76
543401,Go Fashion (India) Ltd.,Retailing,10,54.01,5.40,117.12,762.83,141.24,82.78,15.33,0,0,14.72,52.79,8.62,44.13,7036.02,1290.75,1374.85,939.05,1.46,6843.96
509567,Goa Carbon Ltd.,Carbon Black,10,9.15,0.92,273.78,291.08,318.12,9.11,93.43,20,1.35,39.44,59.72,0,0.1,751.48,800.6,1009.45,492.5,2.05,847.91
506480,GOCL Corporation Ltd.,Chemicals,2,9.92,4.96,135.46,713.58,143.87,48.25,8.31,4,0,6.49,72.82,0,1.66,2118.73,420.35,640,330,1.94,2095.21
530317,Godavari Drugs Ltd.,Pharmaceuticals & Drugs,10,7.53,0.75,53.91,156.71,208.11,5.55,7.37,0,1.48,15.33,53.16,0.66,0.5,103.13,130.15,155,82.1,1.89,158.28
532734,Godawari Power And Ispat Ltd.,Steel & Iron Products,5,65.72,13.14,320.78,5455.35,415.04,922.19,69.8,0,0,22.71,63.26,0,9.46,12390.75,935.85,1222.95,573.45,2.13,11525.76
500163,Godfrey Phillips India Ltd.,Cigarettes/Tobacco,2,10.4,5.20,780.84,5304.61,1020.12,723.29,169.39,56,0.01,25.08,72.58,0,12.78,39400.21,7771.65,8480,1994.9,4.25,39422.47
540743,Godrej Agrovet Ltd.,Animal Feed,10,192.21,19.22,124.38,9560.55,497.40,307.41,18.58,10,0.26,16.48,74.03,0,13.83,15767.3,805.45,877.85,447,1.96,16316.54
532424,Godrej Consumer Products Ltd.,Household & Personal Products,1,102.28,102.28,96.62,14096.11,137.82,-560.55,6.33,15,0.21,6.85,63.01,0.42,31.72,146591.07,1448.2,1541.3,959.55,1.61,148327.05
500164,Godrej Industries Ltd.,Chemicals,1,33.67,33.67,48.04,16600.62,493.04,648.44,-6.01,0,5.64,-12.56,67.16,3.77,13.04,40459.08,1201.05,1313.95,545.45,2.41,48945.27
533150,Godrej Properties Ltd.,Construction - Real Estate,5,139.02,27.80,395.44,3035.62,109.18,719.32,20.3,0,0.95,5.52,58.48,0,35.54,80227.87,2920,3400,1533,2.22,87955.63
