Mahesh Kaushik Stock Market Data Bank  Updated Till Sept 2024,,,,,,,,,,,,,,,,,,,,,,
BSE Code,Company Name          ,Sector,Face Value,Total Equity Capital,Total Share Cr.,Book Value,Sales in Cr.,Net Sale Par Share,Net Profit Cr.,EPS,Dividend Rupees,D/E ratio,RONW %,Promoters %,Pledged %,Institutional %,Market Cap,Price ,52 Week High,52 Week Low,52 Week High/ Low Ratio,Entprise Value
533088,Mahindra Holidays & Resorts India Ltd.,"Hotel, Resort & Restaurants",10,201.54,20.15,5.46,2704.6,134.20,116.63,8.96,0,0,0,66.76,0,15.78,8306.19,408.3,504.35,348,1.45,8104.8
532313,Mahindra Lifespace Developers Ltd.,Construction - Real Estate,10,155.01,15.50,97.71,212.09,13.68,-81.18,-2.5,2.65,0.56,-2.47,51.16,0,31.01,8218.17,534.35,679.15,475,1.43,8988.23
540768,Mahindra Logistics Ltd.,Logistics,10,72.04,7.20,94.22,5505.97,764.29,-52.07,8.6,2.5,0.12,9.61,58.03,0,23.02,3366.91,486.5,554.05,347.15,1.60,3433.58
590078,Maithan Alloys Ltd.,Ferro & Silica Manganese,10,29.11,2.91,1212.51,1728.64,593.83,348.96,120.59,6,0,16.88,74.99,0,2.21,3301.98,1129.65,1358,956,1.42,3248.72
513430,Maitri Enterprises Ltd.,Trading,10,4.4,0.44,12.6,19.01,43.20,-0.45,0.18,0,0.45,6.57,63.01,0,0,21.52,48.9,48.95,20.1,2.44,31.16
500267,Majestic Auto Ltd.,Business Support,10,10.4,1.04,576.61,83.42,80.21,33.1,22.36,0,0.04,4.68,75,0,0.05,436.28,400.6,476,166.7,2.86,139.79
506919,Makers Laboratories Ltd.,Pharmaceuticals & Drugs,10,5.9,0.59,85.13,104.39,176.93,-4.81,-11.78,0,0.26,-12.67,61.27,0,0,90.28,157,176.5,101,1.75,103.79
539400,Mallcom (India) Ltd,Miscellaneous,10,6.24,0.62,376.21,420.72,674.23,36.31,56.78,3,0.38,16.92,73.69,0,0.56,1017.99,1598.55,1679.75,800.1,2.10,1071.79
532728,Malu Paper Mills Ltd.,Paper & Paper Products,10,17.06,1.71,2.83,275.06,161.23,0.89,0.52,0,19.33,13.61,69.95,0,0,83.61,46.11,69.9,34.18,2.05,213.04
513269,Man Industries (India) Ltd.,Steel & Iron Products,5,32.37,6.47,201.15,3142.18,485.35,105.14,16.95,0,0.3,6.93,46.12,12.56,5.14,2477.74,377.6,513,166.1,3.09,2557.65
533169,Man InfraConstruction Ltd.,Engineering - Construction,2,74.25,37.13,35.38,1263.45,34.03,284.19,5.26,0.9,0.01,16.29,67.31,0,5.66,7041.8,188.5,249.4,136.95,1.82,6695.79
539045,Manaksia Aluminium Company Ltd.,Aluminium & Aluminium Products,1,6.55,6.55,19.92,432.49,66.03,5.08,0.78,0,1.15,7.35,72.86,0,0.02,209.32,30.6,45.55,22.01,2.07,369.62
539046,Manaksia Coated Metals & Industries Ltd.,Steel & Iron Products,1,7.43,7.43,20.39,739.65,99.55,11.24,1.57,0.05,1.65,4.46,69.19,0,0.14,448.73,63.44,74.75,21.15,3.53,604.51
532932,Manaksia Ltd.,Trading,2,13.11,6.56,27.55,701.54,107.02,78.7,2.8,0,0.03,10.19,74.93,0,1.28,676.25,99.45,155.75,83,1.88,660.96
539044,Manaksia Steels Ltd.,Steel & Iron Products,1,6.55,6.55,47.5,681.07,103.98,28.38,4.61,0,0.59,10.23,74.75,0,0.73,448.25,66.01,107.1,39.5,2.71,608.06
500268,Manali Petrochemicals Ltd.,Chemicals,5,86.03,17.21,56.63,1032.35,60.00,19.21,-0.54,0.75,0.02,-0.94,44.86,0,1.39,1494.5,84.28,104.99,55.9,1.88,1255.11
531213,Manappuram Finance Ltd.,Finance - NBFC,2,169.29,84.65,127.47,8848.01,104.53,2197.48,19.59,3.55,2.17,17.17,35.24,0,42.34,17783.59,206.75,230.25,125.3,1.84,38513.68
512595,Manbro Industries Ltd.,Trading,10,0.5,0.05,0.35,24,480.00,0.24,4.71,0,-0.18,0,26.61,0,0.01,36.08,718.8,1200,139.2,8.62,36.02
505850,Mangal Credit and Fincorp Ltd.,Finance - NBFC,10,19.56,1.96,67.01,99.2,50.72,7.55,5.39,0.6,0.77,7.26,51.71,0,0.01,276.44,142,169.15,91,1.86,397.58
502157,Mangalam Cement Ltd.,Cement & Construction Materials,10,27.5,2.75,301.37,1725.48,627.45,59.72,21.72,1.5,0.74,7.62,36.94,0,11.08,2510.92,895.3,1095.65,353,3.10,2955.25
532637,Mangalam Drugs And Organics Ltd.,Pharmaceuticals & Drugs,10,15.83,1.58,91.63,368.59,232.84,-9.07,-5.72,0,0.49,0.84,50.32,7.49,0.21,214.16,127.1,144.65,85.16,1.70,301.1
537800,Mangalam Industrial Finance Ltd.,Finance - NBFC,1,96.16,96.16,0.3,0.16,0.00,-0.09,0,0,0,-16.23,69.11,0,0,390.43,3.95,6.99,2.91,2.40,389.57
514418,Mangalam Organics Ltd.,Chemicals,10,8.56,0.86,331.13,493.52,576.54,4.29,4.85,0,0.58,1.48,54.91,0,0,517.59,592.3,716.95,269,2.67,679.41
539275,Mangalam Seeds Ltd.,Agriculture,10,10.98,1.10,66.89,112.36,102.33,13.18,12.01,0,0.77,20.88,74.84,0,0,270.99,249.85,367.1,202,1.82,317.42
530011,Mangalore Chemicals & Fertilizers Ltd.,Fertilizers,10,118.55,11.86,82.99,3795.44,320.16,154.81,13.06,1.5,1.69,18.12,60.63,29.66,7.01,1502.18,123.9,156.25,95.1,1.64,2193.33
500109,Mangalore Refinery And Petrochemicals Ltd.,Refineries,10,1752.6,175.26,75.98,105223.28,600.38,3582.43,20.52,3,0.94,31.15,88.58,0,3.78,33360.72,183.75,289.25,91.2,3.17,45773.86
507938,Manipal Finance Corporation Ltd.,Finance - NBFC,10,8.38,0.84,-17.89,0.21,0.25,-0.14,-0.17,0,-0.3,0,34.29,0,0,4.94,5.9,6.61,5,1.32,9.42
533078,Manjeera Constructions Ltd.,Construction - Real Estate,10,12.51,1.25,73.18,54.31,43.41,1.37,-4.13,0,1.25,0.45,74.1,1.6,0,53.47,42.75,53.3,30,1.78,167.31
543904,Mankind Pharma Ltd.,Pharmaceuticals & Drugs,1,40.06,40.06,251.83,10334.77,257.98,1926.56,45.52,0,0,20.98,74.87,0,21.53,96024.38,2434.7,2563.95,1685,1.52,95263.37
543995,Manoj Vaibhav Gems 'N' Jewellers Ltd.,Trading,10,48.85,4.89,130.93,2149.67,440.06,80.93,16.57,0,1.34,23.19,74.27,0,9.19,1429.28,283.5,382.2,170,2.25,1658.2
540396,Manomay Tex India Ltd.,Textile - Weaving,10,18.05,1.81,74.3,583.09,323.04,13,7.2,0,1.25,14.09,56.89,0,0,430.46,232.2,316.8,116,2.73,709.63
526115,Manor Estates & Industries Ltd.,Miscellaneous,10,8.23,0.82,-3.62,0,0.00,-0.56,-0.68,0,-0.31,0,44,0,0,5.51,6.69,7.65,2.36,3.24,5.63
541974,Manorama Industries Ltd.,Solvent  Extraction,2,11.92,5.96,58.61,457.08,76.69,40.11,6.73,0.4,1.03,12.66,57.26,0,3.9,4805.17,782,2399.95,289.4,8.29,5064.02
530537,Manraj Housing Finance Ltd.,Finance - Housing,10,5,0.50,-0.3,0,0.00,-0.11,-0.22,0,-39.88,0,62.83,0,7.19,24.18,50.76,48.82,17.75,2.75,31
511758,Mansi Finance (Chennai) Ltd.,Finance - NBFC,10,3.54,0.35,99.51,7.67,21.67,2.07,5.85,0,1.06,6.34,69.24,0.04,0,18.73,52.99,68,34.8,1.95,46.21
505324,Manugraph India Ltd.,Engineering - Industrial Equipments,2,6.08,3.04,25.3,79.57,26.17,-11.03,-6.53,0,0.11,-10.82,57.67,0,0.72,81.21,24.45,34.88,18.35,1.90,98.42
521018,Maral Overseas Ltd.,Textile - Spinning,10,41.51,4.15,30.14,960.06,231.28,-9.77,-2.35,0,3.23,-7.17,74.95,36,0.09,322.77,78.29,102,61.1,1.67,742.02
503101,Marathon Nextgen Realty Ltd.,Construction - Real Estate,5,25.59,5.12,195.6,704.62,137.67,133.72,17.52,1,0.7,14.32,73.63,0,1.21,3334.93,660.35,689,343,2.01,3669.85
531281,Marble City India Ltd.,Trading,5,5.97,1.19,20.98,45.89,38.43,-1.95,-1.63,0,2.17,2.64,32.29,0,2.43,75.45,64.41,63.15,13.3,4.75,160.54
513544,Mardia Samyoung Capillary Tubes Co Ltd.,Metal - Non Ferrous,10,6.96,0.70,0.01,0,0.00,-0.51,-0.73,0,0.02,-29.2,69.59,0,0.08,3.96,5.69,5.69,3.4,1.67,3.43
540254,Marg Techno Projects Ltd.,Trading,10,6,0.60,11.28,5.01,8.35,0.14,0.23,0,2.68,7.75,72.77,0,0,21.75,36.25,41.84,15.8,2.65,35.15
500206,Margo Finance Ltd.,Finance - NBFC,10,4.57,0.46,366.92,0.81,1.77,0.24,0.53,0,0,0.22,53.41,0,0,26.67,59,65.01,27.25,2.39,26.45
531642,Marico Ltd.,Consumer Food,1,129,129.00,29.73,9653,74.83,1502,8.36,9.5,0.03,30.1,59.28,0.08,35.81,90094.67,697.95,705.15,486.75,1.45,90181.67
531503,Maris Spinners Ltd.,Textile - Spinning,10,7.92,0.79,26.06,160.65,202.84,-9.13,-11.52,0,3.82,-35.34,74.23,0,0.33,30.28,39,59.98,32,1.87,111.31
526891,Market Creators Ltd.,Finance - Investment,10,10.5,1.05,10.06,6.66,6.34,-0.03,-0.03,0,0.43,0.89,71.32,0,0,18.05,17.98,18.79,8.33,2.26,10.96
514060,Markobenz Ventures Ltd.,Textile - Weaving,10,4.8,0.48,5.2,23.85,49.69,2.2,4.58,0,0,0,18.5,0,0.26,34.64,17.68,153,16.48,9.28,31.85
524404,Marksans Pharma Ltd.,Pharmaceuticals & Drugs,1,45.32,45.32,27.69,2177.41,48.05,314.89,2.95,0.6,0,11.46,43.87,0,22.34,12745.23,276.55,298.7,97.6,3.06,12433
517467,Marsons Ltd.,Electric Equipment,1,14,14.00,5.79,0.35,0.03,-20.16,0.04,0,4.81,235.88,53.65,0,0,3814.6,210.6,244,5.32,45.86,3823.35
523566,Martin Burn Ltd.,Construction - Real Estate,10,5.15,0.52,82.22,10.62,20.62,3.51,2.3,0,0.24,2.87,65.84,0,0.28,28.19,53.97,76.8,37.1,2.07,36.93
531540,Maruti Infrastructure Ltd.,Construction - Real Estate,2,12.5,6.25,3.48,38.4,6.14,1.23,1.35,0,0.64,6.78,52.31,0,0,247.5,25.88,254.7,26.4,9.65,262.86
531319,Maruti Securities Ltd.,Finance - Investment,10,5,0.50,-69.43,0,0.00,-0.24,-0.47,0,-1.02,0,74.27,0,0,4.73,9.45,9.75,6.18,1.58,40.1
532500,Maruti Suzuki India Ltd.,Automobiles - Passenger Cars,5,157.2,31.44,2787.25,141858.2,4512.03,13234.1,420.15,125,0,18.3,58.19,0,38.41,383577.44,12321,13390,9738.4,1.37,383150.54
540749,MAS Financial Services Ltd.,Finance Term Lending,10,163.99,16.40,128.92,1279.16,78.00,254.01,15.11,3.51,3.98,15.13,66.63,0,23.99,5371.02,295.35,1066,265.5,4.02,11578.06
523704,Mastek Ltd.,IT - Software,5,15.42,3.08,271.23,3054.79,990.53,310.97,36.65,19,0.06,14.56,36.25,0,21.15,8278.67,2656.8,3147,2105.95,1.49,8319.58
511768,Master Trust Ltd.,Finance - NBFC,5,10.92,2.18,196.4,500.46,229.15,108.08,3.8,0,0.14,2.04,73.77,0,0.02,2082.09,935,1035,295.05,3.51,2138.48
511688,Mathew Easow Research Securities Ltd.,Finance - NBFC,10,6.65,0.67,21.23,14.46,21.74,0.06,0.09,0,2.28,0.32,31.28,0,0,6.82,10.26,11.34,6.2,1.83,30.04
540704,Matrimony.Com Ltd.,BPO/ITeS,5,11.13,2.23,136.54,481.36,216.24,49.56,21.77,5,0,17.86,51.59,0,33.54,1737.32,772.75,848,499,1.70,1520.26
539219,Mauria Udyog Ltd.,Engineering - Industrial Equipments,1,13.32,13.32,2.86,335.1,25.16,16.74,1.26,0,4.6,64.96,73.93,0,0,217.52,16.01,19.63,7.64,2.57,357.48
523371,Mawana Sugars Ltd.,Sugar,10,39.12,3.91,113.68,1355.09,346.39,37.8,10.89,4,1.27,9.84,63.49,0,0.9,457.47,118.35,136.85,82.95,1.65,1000.15
544008,Max Estates Ltd.,Construction - Real Estate,10,147.13,14.71,128.27,92.94,6.32,-55.12,1.58,0,0.13,1.99,49.42,0,27.57,9432.41,560.85,696.15,242.8,2.87,9574.35
500271,Max Financial Services Ltd.,Finance - Others,2,69.02,34.51,195.57,46576.22,1349.64,392.58,-0.33,0,0,-0.17,6.52,4.74,87.34,39367.24,1159.85,1159.45,855.1,1.36,39319.45
543220,Max Healthcare Institute Ltd.,Hospital & Healthcare Services,10,971.91,97.19,79.9,5406.02,55.62,1057.64,7.07,1.5,0.04,9.41,23.74,0,72.34,93514.24,984.55,979.8,531.05,1.85,93134.89
543223,Max India Ltd.,Finance - Investment,10,43.17,4.32,198.9,175.63,40.68,-57.46,0.28,0,0,0.14,50.94,0,9.82,1046.89,231.25,337.6,129.15,2.61,973.25
534338,Maxheights Infrastructure Ltd.,Construction - Real Estate,10,15.61,1.56,21.16,7.18,4.60,-1.81,0.2,0,0.04,0.94,52.78,0,0,68.68,45.87,76.17,35.15,2.17,69.13
540401,Maximus International Ltd.,Trading,1,12.57,12.57,2.1,108.83,8.66,7.98,0.01,0,0.31,3.78,61.45,0,0,246.36,18.15,30.45,15.75,1.93,253.65
539519,Mayukh Dealtrade Ltd.,Trading,5,12,2.40,9.31,3.55,1.48,1.19,0.5,0,0.02,6.01,3.11,0,0,20.23,8.38,18.86,6.01,3.14,20.38
531221,Mayur Floorings Ltd.,Ceramics/Marble/Granite/Sanitaryware,10,5.07,0.51,10.8,4.24,8.36,0.07,0.14,0,0.28,0.37,46.75,0,0.04,8.36,15.68,16.49,8.5,1.94,9.89
522249,Mayur Uniquoters Ltd.,Textile,5,21.98,4.40,198.49,802.98,182.66,122.47,27.2,3,0.02,14.71,58.52,0,7.25,2713.61,613.3,698,454.05,1.54,2689.92
543237,Mazagon Dock Shipbuilders Ltd.,Ship Building,10,201.69,20.17,309.22,9466.58,469.36,1808.88,91.5,27.45,0,37.86,84.83,0,3.27,84250.96,4058,5859.95,1742,3.36,70041.32
523792,Mazda Ltd.,Engineering - Industrial Equipments,10,4,0.40,537.17,225.43,563.58,31.52,78.7,16,0,15.83,48.34,0,0.23,516.12,1270.15,1650.2,905,1.82,501.81
533152,MBL Infrastructure Ltd.,Engineering - Construction,10,104.75,10.48,107.4,122.41,11.69,-39.33,0.63,0,0.63,0.47,68.85,0.92,0.04,768.23,65.43,85,25.7,3.31,1553.1
532654,Mcleod Russel India Ltd.,Tea/Coffee,5,52.23,10.45,-14.94,1135.89,108.74,-311.59,-25.43,0,12.2,-154.76,6.25,0,2.91,269.08,24.66,37.99,17.52,2.17,2012.11
532629,Mcnally Bharat Engineering Company Ltd.,Engineering - Construction,10,211.57,21.16,-209.34,168.11,7.95,-883.2,-41.75,0,-0.93,0,32.79,3.09,1.15,104.73,4.75,7.23,2.93,2.47,3192.14
544088,Medi Assist Healthcare Services Ltd.,Business Support,5,35.11,7.02,31.05,634.73,90.39,69.18,3.02,4,0,11.65,38.85,0,38.94,4669.22,670.9,715,430.15,1.66,4644.98
512267,Media Matrix Worldwide Ltd,"Film Production, Distribution & Entertainment",1,113.27,113.27,1.32,1415.3,12.49,7.04,0.01,0,0,0.46,60.14,0,0,2433.13,20.5,27,14.11,1.91,2432.86
503685,Mediaone Global Entertainment Ltd.,"Film Production, Distribution & Entertainment",10,14.72,1.47,-21.09,0.24,0.16,-7.39,2.54,0,-0.85,0,54.04,0,0.51,61.19,41.2,54.25,33,1.64,96.44
531146,Medicamen Biotech Ltd.,Pharmaceuticals & Drugs,10,12.71,1.27,160.84,179.31,141.08,9.49,10.46,1,0.15,6.85,42.99,0,1.23,587.92,451,765,356.75,2.14,603.11
523144,Medi-Caps Ltd.,Chemicals,10,12.47,1.25,53.05,27.34,21.92,-2.24,3.12,0,0,0.42,50.13,0,0.03,64.13,51.6,63.49,38,1.67,64.09
539938,Medico Intercontinental Ltd.,Trading,10,10,1.00,36.59,71.35,71.35,3.95,1.9,0,0.07,8.13,55.08,0,0,54.34,53.84,122,39,3.13,52.9
540937,Medico Remedies Ltd.,Pharmaceuticals & Drugs,2,16.6,8.30,6.5,144.92,17.46,8.29,1,0,0.13,17.23,73.34,0,1.2,393.59,48.2,92.87,35,2.65,400.16
526301,Medinova Diagnostic Services Ltd.,Hospital & Healthcare Services,10,9.96,1.00,-1.88,10.17,10.21,2,0.76,0,-2.42,0,62.14,0,0,37.36,38.75,64.5,22.51,2.87,41.75
543427,Medplus Health Services Ltd.,Pharmaceuticals & Drugs,2,23.91,11.96,96.34,5624.86,470.50,65.58,0.8,0,0,0.85,40.39,21.88,37.02,7991.73,666.65,849.3,597.95,1.42,7929.3
540519,Meera Industries Ltd.,Textile - Machinery,10,10.68,1.07,24.98,30.14,28.22,1.46,1.37,0,0,-7.32,64.19,0,0,65.7,60.61,72,36.46,1.97,67.62
531176,Mefcom Capital Markets Ltd.,Finance - Investment,2,9.14,4.57,5.3,232.85,50.95,8.46,1.47,0,0.41,-28.1,74.43,0,0.09,96.79,19.75,25.95,10.35,2.51,100.19
531417,Mega Corporation Ltd.,Travel Services,1,10,10.00,2.45,2.18,0.22,0.06,0.03,0,1.19,1.07,51.81,0,0,34.2,3.43,5.69,2,2.85,70.15
532105,Mega Fin (India) Ltd.,Finance - NBFC,10,8.18,0.82,1.52,0.27,0.33,0.13,0.15,0,0.05,7.39,41.64,0,0.24,10.17,12.44,12.44,11.29,1.10,10.27
539767,Mega Nirman & Industries Ltd.,Construction - Real Estate,10,3.35,0.34,12.88,0,0.00,-0.53,-1.59,0,0,-11.41,2.24,0,0,7.2,21.79,22.4,10.83,2.07,-0.99
532408,Megasoft Ltd.,IT - Software,10,73.77,7.38,23.91,0,0.00,7.58,1.02,0,0.87,7.06,42.77,0,0.07,479.36,62.77,107.22,41.27,2.60,606.14
541352,Megastar Foods Ltd.,Consumer Food,10,11.29,1.13,81.46,274.93,243.52,6.32,5.46,0,0.62,8.99,62.01,0,3.82,308.6,270.5,404,215.05,1.88,365.19
543331,Meghmani Organics Ltd.,Chemicals,1,25.43,25.43,61.28,1566.28,61.59,-106.03,-2.22,0,0.38,-3.51,49.32,0,1.63,2649.95,102.6,113,71.5,1.58,3232.12
538668,Meghna Infracon Infrastructure Ltd.,Finance - Stock Broking,10,10.86,1.09,13.63,53.52,49.28,3.18,2.92,0.1,0.85,-28.87,46.92,0,0.8,593.93,549,576,183.15,3.14,594.27
539012,Megri Soft Ltd.,IT - Software,10,3.14,0.31,68.74,3.38,10.76,0.68,1.95,0,0,2.37,74.99,0,0,38.57,123.75,177.95,73.7,2.41,37.55
540730,Mehai Technology Ltd.,Electric Equipment,10,19.61,1.96,21.48,14.91,7.60,0.58,0.34,0,0.11,3.89,56.33,0,0,212.12,80.7,79.12,16.32,4.85,215.7
511740,Mehta Housing Finance Ltd.,Finance - Housing,10,3.08,0.31,16.12,0,0.00,-0.2,-0.66,0,0,-4.03,72.58,0,0,75.45,240,260.1,77.9,3.34,75.29
511377,Mehta Integrated Finance Ltd.,Finance - Investment,10,5,0.50,33,0.01,0.02,1.54,3.09,0,0.12,3.81,55.83,0,0,19.5,39,39.35,19.82,1.99,20.71
511738,Mehta Securities Ltd.,Finance - Investment,10,3.09,0.31,17.22,0,0.00,-0.15,-0.48,0,0,2.1,72.19,0,0,14.25,46.13,46.13,23.29,1.98,14.21
532307,Melstar Information Technologies Ltd.,IT - Software,10,14.28,1.43,5.24,31.77,22.25,-0.38,7.9,0,-0.79,0,47.06,0,0,7.26,4.32,6.23,2,3.12,9.82
531127,Mena Mani Industries Ltd.,Finance - Investment,1,10.04,10.04,-0.08,12.82,1.28,0.14,0.01,0,-17.5,0,48.33,0,0.01,70.34,7.01,13,5.38,2.42,86.14
523828,Menon Bearings Ltd.,Bearings,1,5.6,5.60,26.97,210.75,37.63,24.36,4.58,2.25,0.23,18.37,70.18,4.1,0.58,761.86,130.85,158.55,108.2,1.47,769.57
531727,Menon Pistons Ltd.,Auto Ancillary,1,5.1,5.10,27.52,255.61,50.12,26.45,4.74,1,0.15,19.32,74.37,0,0.04,450.13,86.21,125.9,69,1.82,468.64
539126,MEP Infrastructure Developers Ltd.,Engineering - Construction,10,183.45,18.35,7.95,244.56,13.33,-204.3,-7.16,0,0.94,-38.82,30.99,26.21,9.93,121.96,6.55,21.9,6.27,3.49,355.31
538942,Mercantile Ventures Ltd.,Finance - NBFC,10,111.92,11.19,29.36,60.39,5.40,-7.57,0.09,0,0.01,1.67,72.75,0,0,284.72,24.85,37.14,19,1.95,281.65
531357,Mercury Ev-Tech Ltd.,Automobiles - Passenger Cars,1,17.55,17.55,4.6,22.02,1.25,1.99,0.13,0,0.45,3.45,62.1,0,0,1840.09,106.2,143.8,44.02,3.27,1864.31
538964,Mercury Laboratories Ltd.,Pharmaceuticals & Drugs,10,1.2,0.12,426.51,75.56,629.67,5.65,47.13,3.5,0.12,12.98,73.66,0,0,123.15,1000,1303,709,1.84,120.42
512415,Mercury Trade Links Ltd.,Finance - Investment,10,2.72,0.27,44.65,13.83,50.85,1.14,4.18,0,0,1.55,0,0,22.04,13.48,50.49,49.5,6.33,7.82,3.39
531810,Metal Coatings (India) Ltd.,Steel & Iron Products,10,7.33,0.73,55.13,168.41,229.75,2.5,3.41,0,0.05,6.52,70.43,0,0.46,61.76,84.66,110,72,1.53,63.53
543426,Metro Brands Ltd.,Retailing,5,135.96,27.19,70.11,2356.7,86.67,412.45,15.37,5,0,25.19,74.15,0,8.65,33509.05,1232.85,1430.1,992.65,1.44,33421.72
500159,Metroglobal Ltd.,Trading,10,12.33,1.23,305.38,234.79,190.42,15.89,12.88,2,0.03,5.69,74.73,0,0.07,245.45,192.75,209.95,85.21,2.46,265.54
542650,Metropolis Healthcare Ltd.,Hospital & Healthcare Services,2,10.25,5.13,205.84,1207.71,235.65,128.45,22.62,0,0,11.87,49.62,0.59,45.68,10948.8,2125.5,2213.25,1361.25,1.63,10918.34
531613,Meyer Apparel Ltd.,Textile,3,24.27,8.09,-3.99,4.28,0.53,-1.84,-0.23,0,0,0,74.32,0,0.36,21.41,2.78,2.66,1.41,1.89,21.37
526622,MFL India Ltd.,Logistics,1,36.03,36.03,-0.01,13.75,0.38,0,0,0,29.7,0.8,0.42,0,0,26.66,0.72,1.11,0.53,2.09,40.29
513721,MFS Intercorp Ltd.,Metal - Ferrous,10,4.33,0.43,1.56,0,0.00,-0.02,-0.04,0,0,71.79,0,0,0.08,4.43,10.44,19.96,6.1,3.27,4.31
532850,MIC Electronics Ltd.,Electric Equipment,2,44.29,22.15,6.45,22.91,1.03,0.26,2.79,0,0.18,189.38,67.51,1.4,8.38,2633.77,103.82,109.28,23,4.75,2637.69
526251,Mid East Portfolio Management Ltd.,Finance - Investment,10,5.03,0.50,6.4,0,0.00,0.06,0.11,0,0,2.05,39.26,0,0,4.27,8.29,11.75,3.7,3.18,4.23
500277,Mid India Industries Ltd.,Textile - Spinning,10,16.3,1.63,-2.83,6.73,4.13,-0.42,-0.26,0,0,0,50.91,0,0.25,18.73,11.27,14.37,6.18,2.33,18.53
526570,Midwest Gold Ltd.,Ceramics/Marble/Granite/Sanitaryware,10,3.27,0.33,-72.36,1.04,3.18,-2.3,-7.02,0,-1.21,0,72.03,0,0.63,21.65,67.54,66.22,15.2,4.36,48.18
538895,Mihika Industries Ltd.,Trading,10,10,1.00,21.97,6.21,6.21,0.18,0.18,0,0,-10.57,47.14,0,0,26.45,26.97,45.79,20.91,2.19,26.42
531338,Milestone Global Ltd.,Miscellaneous,10,5.02,0.50,19.19,15.51,30.90,0.73,1.3,0,0,7.1,73.26,0,5.98,15.44,31.98,46.18,13.87,3.33,14.63
511018,Milgrey Finance & Investments Ltd.,Finance - Investment,10,21.54,2.15,16.09,0.12,0.06,0.02,0.01,0,1.93,-15.42,21.13,0.37,0,78.93,36.8,96.58,25.5,3.79,106.82
507621,Milkfood Ltd.,Consumer Food,5,5.13,1.03,74.5,436.93,425.86,7.12,13.88,2.5,0.66,4.68,56.03,0,2.72,410.53,164.1,824.45,145,5.69,522.7
522235,Minal Industries Ltd.,Diamond  &  Jewellery,2,38.38,19.19,2.04,37.85,1.97,-2.08,-0.18,0,0,2.39,40.63,0,0,92.88,4.84,6.53,3.87,1.69,93.01
531456,Minaxi Textiles Ltd.,Textile,1,4.94,4.94,0.38,34.29,6.94,-3.11,-0.63,0,3.44,-71.03,38.59,0,0,11.96,2.54,4.35,1.4,3.11,28.82
538962,Minda Corporation Ltd.,Auto Ancillary,2,47.82,23.91,74.79,4651.14,194.53,225.25,7.88,1.4,0.21,12.1,64.84,0,26.7,12843.35,520.4,652.9,312.75,2.09,13090.65
517344,Mindteck (India) Ltd.,IT - Software,10,25.35,2.54,64.82,385.53,152.08,27.31,7.21,1,0,11.95,64.61,0,0.24,1059.52,407.55,460,131.65,3.49,997.53
523373,Mini Diamonds (India) Ltd.,Diamond  &  Jewellery,10,3.57,0.36,25.68,245.58,687.90,1.51,4.23,0,2.1,9.35,33.86,0,0,335.27,145.05,142.25,17,8.37,348.03
532164,Minolta Finance Ltd.,Finance - NBFC,10,10,1.00,10.74,1.38,1.38,0.05,0.05,0,0.09,0.48,3.59,0,0,9.1,9.1,12.7,6.24,2.04,10.05
505797,Mipco Seamless Rings (Gujarat) Ltd.,IT - Software,10,5.58,0.56,-9.07,0,0.00,-0.31,-0.55,0,-0.6,0,0,0,0.5,10.51,29.31,46.35,14.49,3.20,11.25
500279,Mirc Electronics Ltd.,Consumer Durables - Electronics,1,23.11,23.11,5.58,772.21,33.41,-19.45,-2.69,0,0.42,-6.33,53.36,18.41,0,591.47,24.33,33,15.7,2.10,678.2
526642,Mirza International Ltd.,Footwear,2,27.64,13.82,34.12,630.36,45.61,12.04,1.01,0,0.04,3.02,71.27,0,0.31,626.47,44.65,63.52,39.53,1.61,642.98
539220,Mishka Exim Ltd.,Trading,10,14.45,1.45,12.32,4.07,2.82,0.24,0.13,0,0,-2.31,50.42,0,0,88.87,61,63.05,28,2.25,88.77
541195,Mishra Dhatu Nigam Ltd.,Steel & Iron Products,10,187.34,18.73,70.7,1072.67,57.26,91.26,4.87,0,0.25,7.01,74,0,10.6,7333.42,383,547.45,345,1.59,7640.95
539594,Mishtann Foods Ltd.,Trading,1,102.96,102.96,2.12,1288.09,12.51,346.03,0.14,0.001,0.23,8.01,46.87,0,2.79,1634.74,14.99,26.5,12,2.21,1681.32
523782,Mitshi India Ltd.,Trading,10,8.8,0.88,3.01,9.74,11.07,0.6,0.14,0,0.01,4.61,15.57,0,0.01,15.3,17.36,36.88,16.52,2.23,15.06
540078,Mitsu Chem Plast Ltd.,Plastic Products,10,12.83,1.28,59.81,311.25,242.60,8.86,6.91,0.2,1.01,12.5,67.75,0,0,188.53,139.3,219,127,1.72,268.37
522036,Miven Machine Tools Ltd.,Engineering - Industrial Equipments,10,3,0.30,-16.86,1.44,4.80,-0.28,-0.93,0,-0.48,0,75,0,0,27.97,95,126,21.49,5.86,30.37
538890,MK Exim (India) Ltd.,Textile,10,40.37,4.04,21.08,57.57,14.26,8.03,3.79,0.5,0.04,28.22,42.3,0,0,384.26,94.5,180,58,3.10,362.03
543919,MK Proteins Ltd.,Edible Oil,1,37.54,37.54,1.69,245.57,6.54,11.21,0.3,0,0.89,23.69,74.82,0,0.02,354.73,9.1,897,9.36,95.83,373.73
